section	item	value	note
gap_residual	synthetic_gap_residual_starts	0xd1445,0xd5ebc,0xdaf39,0x122e3c,0x12906f,0x17452e,0x17a420,0x18c467,0x1a6041,0x1ed483,0x2304b8,0x231b74,0x24bd2a,0x31f2b1,0x333bc9,0x33710f,0x33a6cc,0x33d2d9,0x34556c,0x3655e4	Synthetic starts that remain explicit unresolved-tail calls in the full C sketch.
gap_concrete_state	synthetic_gap_concrete_state_audit_rows	20	Residual synthetic starts replayed with concrete state-aware predecessor state where available.
gap_concrete_state	synthetic_gap_concrete_state_class_mix	concrete_unknown_target:12,concrete_table_oob:4,concrete_branch_unknown:4	Concrete-state replay classification mix.
gap_concrete_state	synthetic_gap_concrete_state_status_mix	unknown_target:20	Concrete replay terminal status mix across observed state variants.
gap_concrete_state	synthetic_gap_concrete_state_unknown_reason_mix	table_read:16,table_oob:4	Unknown-target reason mix across concrete replay variants.
gap_concrete_state	synthetic_gap_concrete_state_rows_with_state	20	Residual starts whose predecessor state appears in the state-aware trace.
gap_concrete_state	synthetic_gap_concrete_state_rows_missing_state	0	Residual starts still missing state-aware predecessor state.
gap_concrete_state	synthetic_gap_concrete_state_covered_starts	0xd1445,0xd5ebc,0xdaf39,0x122e3c,0x12906f,0x17452e,0x17a420,0x18c467,0x1a6041,0x1ed483,0x2304b8,0x231b74,0x24bd2a,0x31f2b1,0x333bc9,0x33710f,0x33a6cc,0x33d2d9,0x34556c,0x3655e4	Residual starts checked with concrete state-aware predecessor state.
gap_concrete_state	synthetic_gap_concrete_state_missing_starts	-	Residual starts needing state-aware trace coverage before concrete replay can classify them.
gap_state_targets	synthetic_gap_state_trace_target_rows	9	Residual starts still missing concrete predecessor state and now mapped to focused VMTAIL capture pairs.
gap_state_targets	synthetic_gap_state_trace_target_source_mix	175:3,195:3,299:2,278:1	Source-entry mix among missing state-trace targets.
gap_state_targets	synthetic_gap_state_trace_target_start_site_mix	0x9c08c:4,0x99b3a:2,0x9c3f4:1,0x992ca:1,0x91e7f:1	Synthetic-start tail sites that need focused state capture.
gap_state_targets	synthetic_gap_state_trace_target_next_site_mix	0x9b0c5:5,0xb86f5:4	Next-hook tail sites retained by the optional context capture.
gap_state_targets	synthetic_gap_state_trace_target_capture_status_mix	captured_in_supplemental_trace:9	Whether each baseline-missing state row has been captured by the supplemental focused trace.
gap_state_targets	synthetic_gap_state_trace_target_primary_seq_range	678580..768640	Primary trace sequence span containing the missing predecessor-state pairs.
gap_state_targets	synthetic_gap_state_trace_target_starts	0x34556c,0x3655e4,0x17a420,0x231b74,0x1ed483,0x1a6041,0x12906f,0x17452e,0x122e3c	Synthetic starts whose state-aware predecessor row should be captured next.
gap_state_targets	synthetic_gap_state_trace_target_focus_pairs	0x34556c=0x345568,0x34556c@0xbf126,0x9c3f4;0x3655e4=0x3655e0,0x3655e4@0xae32f,0x992ca;0x17a420=0x17a41c,0x17a420@0xae32f,0x99b3a;0x231b74=0x231b70,0x231b74@0xa4a5e,0x9c08c;0x1ed483=0x1ed47f,0x1ed483@0x90893,0x99b3a;0x1a6041=0x1a603d,0x1a6041@0xbf126,0x9c08c;0x12906f=0x12906b,0x12906f@0x7c308,0x9c08c;0x17452e=0x17452a,0x17452e@0x859f9,0x91e7f;0x122e3c=0x122e38,0x122e3c@0x90893,0x9c08c	Per-start minimal focus IP/site pairs for a targeted VMTAIL state run.
gap_live_context	synthetic_gap_live_context_audit_rows	20	Residual starts replayed with concrete state plus live entry GPR/frame-scratch seeds.
gap_live_context	synthetic_gap_live_context_resolution_mix	live_unknown_target:16,live_table_oob:4	Live-context replay resolution mix.
gap_live_context	synthetic_gap_live_context_status_mix	unknown_target:29	Live-context terminal status mix across replay variants.
gap_live_context	synthetic_gap_live_context_unknown_reason_mix	table_read:24,table_oob:5	Live-context unknown-target reason mix across replay variants.
gap_live_context	synthetic_gap_live_context_branch_unknown_remaining	0	Residual starts that still have branch-unknown classification after live GPR/scratch seeding.
gap_live_context	synthetic_gap_live_context_state_branch_unknown_resolved	4	State-only branch-unknown residual starts whose live-context replay reaches a final table read/oob instead.
gap_live_context	synthetic_gap_live_context_state_branch_unknown_resolved_starts	0x122e3c,0x17452e,0x24bd2a,0x33a6cc	Starts whose branch uncertainty is removed by live entry GPR/scratch context.
gap_live_context	synthetic_gap_live_context_seedless_starts	-	Starts still lacking live GPR/scratch seed rows.
gap_table_read	synthetic_gap_table_read_diagnostic_rows	20	Residual starts whose final live-context dispatch-table access was diagnosed.
gap_table_read	synthetic_gap_table_read_diagnostic_variants_replayed	29	Live-context residual replay variants contributing table-access diagnostics.
gap_table_read	synthetic_gap_table_read_diagnostic_diagnosis_mix	misaligned_or_non_qword_table_read:16,table_index_out_of_range:4	Final residual table-access diagnosis mix.
gap_table_read	synthetic_gap_table_read_diagnostic_status_mix	table_read:24,table_oob:5	Concrete table-access status mix across diagnostic variants.
gap_table_read	synthetic_gap_table_read_diagnostic_size_mix	8:29	Final table-access width mix.
gap_table_read	synthetic_gap_table_read_diagnostic_offset_mix	0xea3c:2,0x8144:2,0xc62:2,0xe281:2,0x40be:2,0x69c0:2,0x448f:2,0xfa95:2,0x29c3:2,0x4388:1,0x49bd:1,0x1be:1,0xd9cf:1,0xdf:1,0x71e0:1,0x68c3:1,0x48e2:1,0x8548:1,0x115e:1,0x31e2:1	Final table byte-offset mix across residual diagnostics.
gap_table_read	synthetic_gap_table_read_diagnostic_entry_mix	-:24,3384:2,2161:1,3644:1,4265:1	Final table entry-index mix when the offset maps to a normal qword slot.
gap_table_read	synthetic_gap_table_read_diagnostic_site_mix	0xa0048:13,0x9c3d3:7,0xb7066:7,0xb2632:2	Native final-tail sites that perform the residual table reads.
gap_table_read	synthetic_gap_table_read_diagnostic_starts	0xd1445,0xd5ebc,0xdaf39,0x122e3c,0x12906f,0x17452e,0x17a420,0x18c467,0x1a6041,0x1ed483,0x2304b8,0x231b74,0x24bd2a,0x31f2b1,0x333bc9,0x33710f,0x33a6cc,0x33d2d9,0x34556c,0x3655e4	Residual synthetic starts covered by the table-read diagnostic.
gap_table_read	synthetic_gap_table_read_diagnostic_oob_starts	0xd1445,0x2304b8,0x231b74,0x33710f	Residual starts ending in a dispatch-table index outside the 360-entry model.
gap_table_read	synthetic_gap_table_read_diagnostic_misaligned_starts	0xd5ebc,0xdaf39,0x122e3c,0x12906f,0x17452e,0x17a420,0x18c467,0x1a6041,0x1ed483,0x24bd2a,0x31f2b1,0x333bc9,0x33a6cc,0x33d2d9,0x34556c,0x3655e4	Residual starts ending in a concrete 8-byte table read at a non-qword-aligned offset.
gap_table_memory	synthetic_gap_table_memory_probe_rows	20	Residual table-relative offsets mapped back to file bytes and sections.
gap_table_memory	synthetic_gap_table_memory_probe_observations	29	Offset observations counted across replay variants.
gap_table_memory	synthetic_gap_table_memory_region_mix	after_dispatch_table:27,inside_dispatch_table_unaligned:2	Whether residual table-relative offsets stay in the 360-entry table or point past it.
gap_table_memory	synthetic_gap_table_memory_qword_class_mix	non_pointer_bytes:27,low32_text_offset:2	File qword interpretation at dispatch-table-base plus residual offset.
gap_table_memory	synthetic_gap_table_memory_section_mix	.text:29	ELF section mix for residual table-relative offsets.
gap_table_memory	synthetic_gap_table_memory_after_table_starts	0xd1445,0xd5ebc,0x122e3c,0x12906f,0x17452e,0x17a420,0x1a6041,0x1ed483,0x2304b8,0x231b74,0x24bd2a,0x31f2b1,0x333bc9,0x33710f,0x33a6cc,0x33d2d9,0x34556c,0x3655e4	Residual starts whose table-relative offset lands after the 360-entry dispatch table.
gap_table_memory	synthetic_gap_table_memory_unaligned_table_starts	0xdaf39,0x18c467	Residual starts whose table-relative offset lands inside the table but at an unaligned byte offset.
gap_table_memory	synthetic_gap_table_memory_non_pointer_starts	0xd1445,0xd5ebc,0xdaf39,0x122e3c,0x12906f,0x17452e,0x17a420,0x18c467,0x1a6041,0x2304b8,0x231b74,0x24bd2a,0x31f2b1,0x333bc9,0x33710f,0x33a6cc,0x33d2d9,0x34556c,0x3655e4	Residual starts whose file qword is classified as ordinary/non-pointer bytes.
gap_runtime_table_memory	synthetic_gap_runtime_table_memory_probe_rows	20	Residual table-relative offsets compared against postcall mapped EAC memory.
gap_runtime_table_memory	synthetic_gap_runtime_table_memory_probe_observations	29	Offset observations counted across replay variants in the runtime memory probe.
gap_runtime_table_memory	synthetic_gap_runtime_table_memory_match_mix	yes:27,no:2	Whether postcall mapped bytes match the original eac.elf bytes at residual offsets.
gap_runtime_table_memory	synthetic_gap_runtime_table_memory_qword_class_mix	non_pointer_bytes:27,low32_text_offset:2	Runtime qword interpretation after loader relocation/patching.
gap_runtime_table_memory	synthetic_gap_runtime_table_memory_mismatched_starts	0xdaf39,0x18c467	Residual starts whose runtime bytes differ from file bytes.
gap_runtime_table_memory	synthetic_gap_runtime_table_memory_dispatch_target_starts	-	Residual starts whose runtime qword resolves to a dispatch-table target.
gap_sampled_control	synthetic_gap_sampled_control_correlation_rows	20	Residual starts correlated with sampled-operand target/delta sidecars.
gap_sampled_control	synthetic_gap_sampled_control_class_mix	sequence_only_no_sampled_target_match:11,sampled_target_match_delta_mismatch:9	Correlation class mix against sampled-operand evidence and dynamic next-hook sequence.
gap_sampled_control	synthetic_gap_sampled_control_dynamic_target_mix	169:11,310:8,86:1	Next hooked source entries observed after residual synthetic starts.
gap_sampled_control	synthetic_gap_sampled_control_sampled_target_mix	310:29,86:11,169:5,323:1	Sampled-operand target-entry evidence available for the same source/footprint length.
gap_sampled_control	synthetic_gap_sampled_control_target_match_starts	0xd1445,0xdaf39,0x122e3c,0x17452e,0x18c467,0x1ed483,0x33710f,0x33a6cc,0x3655e4	Residual starts whose dynamic next hooked source entry appears in sampled-operand target evidence.
gap_sampled_control	synthetic_gap_sampled_control_delta_match_starts	-	Residual starts whose dynamic next hooked source delta matches a sampled-operand delta.
gap_sampled_control	synthetic_gap_sampled_control_exact_byte_match_starts	-	Residual starts whose exact footprint bytes appear in sampled-operand observations.
gap_focused_direct	synthetic_gap_focused_direct_trace_audit_rows	20	Residual starts audited against focused live/state traces for rows that start exactly at the residual VM IP.
gap_focused_direct	synthetic_gap_focused_direct_class_mix	no_focused_direct_trace:15,direct_trace_to_recovered_block:5	Direct focused trace class mix.
gap_focused_direct	synthetic_gap_focused_direct_starts_with_rows	5	Residual starts that have at least one focused trace row starting exactly at the synthetic start.
gap_focused_direct	synthetic_gap_focused_direct_bridge_candidates	5	Focused direct rows whose destination is a recovered block start and whose source/target/delta bytes are promotion-ready.
gap_focused_direct	synthetic_gap_focused_direct_candidate_starts	0x18c467,0x24bd2a,0x31f2b1,0x33a6cc,0x34556c	Residual starts promoted into focused direct handler/block bridges.
gap_focused_direct	synthetic_gap_focused_direct_candidate_destinations	0x334a3d,0x26cd71,0x33f278,0x33b647,0x3603af	Recovered block starts reached by focused direct bridges.
gap_focused_direct	synthetic_gap_focused_direct_candidate_sources	195:2,299:2,175:1	Source entries represented by focused direct bridges.
gap_focused_direct	synthetic_gap_focused_direct_candidate_targets	42:2,86:2,323:1	Target entries represented by focused direct bridges.
gap_focused_sequence	synthetic_gap_focused_sequence_audit_rows	20	Residual starts audited against raw focused VMTAIL order, including indirect tail-site hops.
gap_focused_sequence	synthetic_gap_focused_sequence_class_mix	raw_next_tail_indirect_site:22,raw_next_dispatch:6,raw_start_seen_no_next_event:2	Raw focused sequence class mix across residual starts.
gap_focused_sequence	synthetic_gap_focused_sequence_chain_terminal_mix	focused_direct_promoted:12,raw_sequence_no_residual_successor:8	Where residual-start chains terminate after following residual-to-residual raw links.
gap_focused_sequence	synthetic_gap_focused_sequence_candidate_mix	no:15,superseded_by_focused_direct_bridge:5	Promotion status of focused raw-sequence evidence.
gap_focused_sequence	synthetic_gap_focused_sequence_residual_links	14	Residual starts whose next raw focused event is followed by another residual start.
gap_focused_sequence	synthetic_gap_focused_sequence_residual_link_paths	0xd1445->0xd5ebc,0xd5ebc->0xdaf39,0xdaf39->0x18c467,0x12906f->0x17452e,0x17452e->0x122e3c,0x17a420->0x231b74,0x1a6041->0x12906f,0x1ed483->0x1a6041,0x2304b8->0xd1445,0x231b74->0x1ed483,0x333bc9->0x33a6cc,0x33710f->0x333bc9,0x33d2d9->0x31f2b1,0x3655e4->0x17a420	Raw focused residual-to-residual links.
gap_focused_sequence	synthetic_gap_focused_sequence_no_successor_starts	0x122e3c,0x12906f,0x17452e,0x17a420,0x1a6041,0x1ed483,0x231b74,0x3655e4	Residual starts whose chain does not reach a focused direct bridge in the current focused traces.
gap_observed_chain	synthetic_gap_observed_chain_bridge_rows	20	Focused raw-sequence residual chains joined to terminal focused direct bridges or recovered context reentries.
gap_observed_chain	synthetic_gap_observed_chain_bridge_class_mix	sequence_chain_to_recovered_context_reentry:8,sequence_chain_to_focused_direct_bridge:7,hard_focused_direct_bridge_already_promoted:5	Observed focused residual chain bridge classes.
gap_observed_chain	synthetic_gap_observed_chain_bridge_action_mix	disabled_observed_chain_bridge:15,hard_cfg:5	Whether observed chain evidence is hard CFG or disabled/comment-only bridge evidence.
gap_observed_chain	synthetic_gap_observed_chain_primary_relation_mix	focused_first_hop_differs_from_primary_next_hook:19,focused_first_hop_matches_primary_next_end:1	Whether the focused first hop matches or diverges from the primary dynamic next-hook bridge.
gap_observed_chain	synthetic_gap_observed_chain_disabled_bridge_starts	0xd1445,0xd5ebc,0xdaf39,0x122e3c,0x12906f,0x17452e,0x17a420,0x1a6041,0x1ed483,0x2304b8,0x231b74,0x333bc9,0x33710f,0x33d2d9,0x3655e4	Residual starts with focused sequence evidence strong enough for disabled observed-chain bridge snippets, not hard CFG.
gap_observed_chain	synthetic_gap_observed_chain_hard_cfg_starts	0x18c467,0x24bd2a,0x31f2b1,0x33a6cc,0x34556c	Residual starts already promoted by focused direct rows starting exactly at the residual VM IP.
gap_observed_chain	synthetic_gap_observed_chain_context_reentry_starts	0x122e3c,0x12906f,0x17452e,0x17a420,0x1a6041,0x1ed483,0x231b74,0x3655e4	Residual starts whose focused chain terminates at the recovered 0x122e3c context reentry.
gap_observed_chain	synthetic_gap_observed_chain_focused_direct_terminal_starts	0xd1445,0xd5ebc,0xdaf39,0x2304b8,0x333bc9,0x33710f,0x33d2d9	Residual starts whose focused chain terminates in a focused direct bridge.
gap_observed_chain_replay	synthetic_gap_observed_chain_replay_rows	57	Expanded disabled observed-chain bridge replay steps.
gap_observed_chain_replay	synthetic_gap_observed_chain_replay_chains	15	Disabled observed-chain bridge snippets represented by replay rows.
gap_observed_chain_replay	synthetic_gap_observed_chain_replay_unique_step_starts	18	Unique residual/focused-direct VM starts represented in the replay rows.
gap_observed_chain_replay	synthetic_gap_observed_chain_replay_step_role_mix	residual_chain_step:42,context_reentry_terminal_step:8,focused_direct_terminal_step:7	Role of each emitted replay step within the disabled chain snippets.
gap_observed_chain_replay	synthetic_gap_observed_chain_replay_step_action_mix	disabled_observed_chain_bridge:50,hard_cfg:7	Hard/direct versus disabled/comment-only classification of the per-step source rows.
gap_observed_chain_replay	synthetic_gap_observed_chain_replay_chain_class_mix	sequence_chain_to_recovered_context_reentry:8,sequence_chain_to_focused_direct_bridge:7	Terminal class of each disabled observed-chain replay snippet.
gap_observed_chain_replay	synthetic_gap_observed_chain_replay_terminal_mix	prog_bb_0214@0x2c0468:8,prog_bb_0293@0x334a3d:4,prog_bb_0324@0x33b647:2,prog_bb_0340@0x33f278:1	Recovered terminal blocks reached by disabled observed-chain replay snippets.
gap_observed_chain_replay	synthetic_gap_observed_chain_replay_chain_starts	0xd1445,0xd5ebc,0xdaf39,0x122e3c,0x12906f,0x17452e,0x17a420,0x1a6041,0x1ed483,0x2304b8,0x231b74,0x333bc9,0x33710f,0x33d2d9,0x3655e4	Disabled observed-chain replay snippet starts.
gap_observed_chain_replay	synthetic_gap_observed_chain_replay_unique_step_start_list	0xd1445,0xd5ebc,0xdaf39,0x122e3c,0x12906f,0x17452e,0x17a420,0x18c467,0x1a6041,0x1ed483,0x2304b8,0x231b74,0x31f2b1,0x333bc9,0x33710f,0x33a6cc,0x33d2d9,0x3655e4	Unique VM starts that appear as replay steps.
gap_chain_slot_reconciliation	synthetic_gap_chain_slot_reconciliation_rows	57	Observed-chain replay steps reconciled against symbolic transfer and table-read evidence.
gap_chain_slot_reconciliation	synthetic_gap_chain_slot_reconciliation_terminal_rows	15	Terminal replay steps included in the slot reconciliation audit.
gap_chain_slot_reconciliation	synthetic_gap_chain_slot_reconciliation_relation_mix	table_offset_misaligned_vs_first_hop_slot:50,table_offset_oob_vs_first_hop_slot:7	Whether table offsets directly match focused first-hop target slots.
gap_chain_slot_reconciliation	synthetic_gap_chain_slot_reconciliation_class_mix	table_read_rejects_focused_first_hop_as_direct_slot:57	Final reconciliation class between slot/table evidence and focused first-hop targets.
gap_chain_slot_reconciliation	synthetic_gap_chain_slot_reconciliation_role_mix	residual_chain_step:42,context_reentry_terminal_step:8,focused_direct_terminal_step:7	Replay step roles represented in the slot reconciliation audit.
gap_chain_slot_reconciliation	synthetic_gap_chain_slot_sampled_supported_steps	-	Step VM starts whose symbolic slot also has sampled dynamic-target support.
gap_chain_slot_reconciliation	synthetic_gap_chain_slot_table_rejecting_steps	0xd1445,0xd5ebc,0xdaf39,0x18c467,0xd5ebc,0xdaf39,0x18c467,0xdaf39,0x18c467,0x122e3c,0x12906f,0x17452e,0x122e3c,0x17452e,0x122e3c,0x17a420,0x231b74,0x1ed483,0x1a6041,0x12906f,0x17452e,0x122e3c,0x1a6041,0x12906f,0x17452e,0x122e3c,0x1ed483,0x1a6041,0x12906f,0x17452e,0x122e3c,0x2304b8,0xd1445,0xd5ebc,0xdaf39,0x18c467,0x231b74,0x1ed483,0x1a6041,0x12906f,0x17452e,0x122e3c,0x333bc9,0x33a6cc,0x33710f,0x333bc9,0x33a6cc,0x33d2d9,0x31f2b1,0x3655e4,0x17a420,0x231b74,0x1ed483,0x1a6041,0x12906f,0x17452e,0x122e3c	Step VM starts where table-read evidence rejects the focused first-hop as a direct slot.
gap_unresolved_family	synthetic_gap_unresolved_family_rows	15	Default-unresolved synthetic successor calls clustered by transfer/table/sample/observed-chain evidence family.
gap_unresolved_family	synthetic_gap_unresolved_family_count	13	Distinct unresolved evidence families.
gap_unresolved_family	synthetic_gap_unresolved_family_source_mix	195:8,175:3,299:3,278:1	Source handler distribution across unresolved evidence families.
gap_unresolved_family	synthetic_gap_unresolved_family_chain_class_mix	sequence_chain_to_recovered_context_reentry:8,sequence_chain_to_focused_direct_bridge:7	Observed chain terminal classes for unresolved family rows.
gap_unresolved_family	synthetic_gap_unresolved_family_table_diagnosis_mix	misaligned_or_non_qword_table_read:11,table_index_out_of_range:4	Table-memory rejection classes represented by unresolved families.
gap_unresolved_family	synthetic_gap_unresolved_family_next_target_mix	replay_first_indirect_hop_then_promoted_terminal:7,solve_repeated_central_dispatch_family:6,isolate_context_reentry_first_hop:1,solve_unique_transfer_family:1	Recommended next reconstruction targets for unresolved families.
gap_unresolved_family	synthetic_gap_unresolved_family_multi_member_families	ufam_00:2[0x122e3c,0x17452e];ufam_01:2[0x17a420,0x1a6041]	Unresolved families that cover more than one start VM IP.
gap_source299_context	synthetic_gap_source299_context_probe_rows	5	Live VMTAIL source-299 residual snapshots with resolved branch path and concrete slot/table class.
gap_source299_context	synthetic_gap_source299_context_probe_starts	3	Distinct source-299 residual VM starts represented in the context probe.
gap_source299_context	synthetic_gap_source299_context_probe_family_mix	ufam_00:4,ufam_10:1	Unresolved-family coverage in the source-299 context probe.
gap_source299_context	synthetic_gap_source299_context_probe_path_mix	833b04476f7a3399:3,745a7b95e00833b1:2	Resolved source-299 branch path hashes after live r8/flag evidence is applied.
gap_source299_context	synthetic_gap_source299_context_probe_b6c57_mix	je:0:5	Live resolution of the former unknown cmp r8b,0 branch at native 0xb6c57.
gap_source299_context	synthetic_gap_source299_context_probe_slot_file_mix	after_dispatch_table/non_pointer_bytes:5	Concrete slot/table-file class after the source-299 branch path is resolved.
gap_source299_context	synthetic_gap_source299_context_probe_next_relation_mix	no_following_event_in_run:2,next_event_is_observed_first_hop:2,next_event_is_terminal_reentry:1	Relation between the next raw focused event and the observed-chain family row.
gap_source299_context	synthetic_gap_source299_context_probe_interpretation_mix	branch_resolved_but_observed_flow_is_sequence_only:3,branch_resolved_table_rejected:2	Whether the resolved branch/table evidence supports hard CFG or remains sequence-only.
gap_source299_context	synthetic_gap_source299_context_probe_rejected_slots	0x122e3c:0xd9cf,0x122e3c:0xd9cf,0x17452e:0x8144,0x17452e:0x8144,0x33710f:0x8548	Concrete source-299 slot offsets that still reject as dispatch-table pointers.
gap_source299_ret_patch	synthetic_gap_source299_ret_patch_probe_rows	7	Live source-299 residual events decoded as native return-patch control transfers.
gap_source299_ret_patch	synthetic_gap_source299_ret_patch_probe_starts	3	Distinct source-299 residual VM starts represented by the return-patch probe.
gap_source299_ret_patch	synthetic_gap_source299_ret_patch_probe_family_mix	ufam_00:5,ufam_10:2	Unresolved-family coverage in the source-299 return-patch probe.
gap_source299_ret_patch	synthetic_gap_source299_ret_patch_probe_seed_mix	full_gpr_snapshot:6,frame_only_snapshot:1	Snapshot strength for source-299 return-patch rows.
gap_source299_ret_patch	synthetic_gap_source299_ret_patch_probe_base_source_mix	inferred_image_base:6,mapped_frame_qword:1	Whether the ret-patch base is directly read from a postcall map or inferred from event image-base crosschecks.
gap_source299_ret_patch	synthetic_gap_source299_ret_patch_probe_section_mix	.text:7	ELF sections reached by decoded native return-patch targets.
gap_source299_ret_patch	synthetic_gap_source299_ret_patch_probe_relation_mix	native_ret_patch_text_offset_not_vm_ip:7	Relation between decoded native return-patch targets and VM-IP chain targets.
gap_source299_ret_patch	synthetic_gap_source299_ret_patch_probe_interpretation_mix	sampled_native_return_patch_controls_hidden_text_reentry:7	Interpretation of source-299 as hidden native return-patch control rather than normal table dispatch.
gap_source299_ret_patch	synthetic_gap_source299_ret_patch_probe_patched_targets	0x122e3c:0x2d409,0x17452e:0x313eb,0x33710f:0x74b3d	Unique source-299 residual starts and decoded native return-patch file offsets.
gap_source299_ret_patch	synthetic_gap_source299_ret_patch_probe_direct_base_starts	0x122e3c	Rows where frame+0xbb was directly read from the postcall mapped image.
gap_sampled_ret_patch	synthetic_gap_sampled_ret_patch_probe_rows	31	Live sampled residual events decoded as native return-patch control transfers.
gap_sampled_ret_patch	synthetic_gap_sampled_ret_patch_probe_sources	4	Distinct source handlers represented by the sampled return-patch probe.
gap_sampled_ret_patch	synthetic_gap_sampled_ret_patch_probe_source_mix	entry_195:16,entry_299:7,entry_175:6,entry_278:2	Source-handler coverage in the sampled return-patch probe.
gap_sampled_ret_patch	synthetic_gap_sampled_ret_patch_probe_kind_mix	single_stack_return:29,double_stack_return:2	Single-stack versus double-stack native return-patch rows.
gap_sampled_ret_patch	synthetic_gap_sampled_ret_patch_probe_starts	15	Distinct residual VM starts represented by the sampled return-patch probe.
gap_sampled_ret_patch	synthetic_gap_sampled_ret_patch_probe_family_mix	ufam_00:5,ufam_01:4,ufam_02:2,ufam_03:2,ufam_04:2,ufam_06:2,ufam_07:2,ufam_08:2,ufam_09:2,ufam_11:2,ufam_12:2,ufam_05:2,ufam_10:2	Unresolved-family coverage in the sampled return-patch probe.
gap_sampled_ret_patch	synthetic_gap_sampled_ret_patch_probe_seed_mix	full_gpr_snapshot:24,frame_only_snapshot:7	Snapshot strength for sampled return-patch rows.
gap_sampled_ret_patch	synthetic_gap_sampled_ret_patch_probe_base_source_mix	inferred_image_base:30,mapped_frame_qword:1	Whether the ret-patch base is directly read from a postcall map or inferred from event image-base crosschecks.
gap_sampled_ret_patch	synthetic_gap_sampled_ret_patch_probe_section_mix	.text:31	ELF sections reached by decoded native return-patch targets.
gap_sampled_ret_patch	synthetic_gap_sampled_ret_patch_probe_section2_mix	.text:2	ELF sections reached by second stacked native return-patch targets.
gap_sampled_ret_patch	synthetic_gap_sampled_ret_patch_probe_relation_mix	native_ret_patch_text_offset_not_vm_ip:31	Relation between decoded native return-patch targets and VM-IP chain targets.
gap_sampled_ret_patch	synthetic_gap_sampled_ret_patch_probe_relation2_mix	native_ret_patch_text_offset_not_vm_ip:2	Relation between second stacked return-patch targets and VM-IP chain targets.
gap_sampled_ret_patch	synthetic_gap_sampled_ret_patch_probe_interpretation_mix	sampled_native_return_patch_controls_hidden_text_reentry:29,sampled_native_double_return_patch_controls_hidden_text_reentry:2	Interpretation of sampled return-patch control rather than normal table dispatch.
gap_sampled_ret_patch	synthetic_gap_sampled_ret_patch_probe_patched_targets	entry_175:0xd1445:0x217cb,entry_175:0x17a420:0x31703,entry_175:0x1a6041:0x339bd,entry_195:0xd5ebc:0x21e1e,entry_195:0xdaf39:0x230d4,entry_195:0x1ed483:0x37af9,entry_195:0x2304b8:0x44d7b,entry_195:0x231b74:0x5f1c6,entry_195:0x333bc9:0x748d8,entry_195:0x33d2d9:0x74f88,entry_195:0x3655e4:0x779bd,entry_278:0x12906f:0x6c010->0x15b5b2,entry_299:0x122e3c:0x2d409,entry_299:0x17452e:0x313eb,entry_299:0x33710f:0x74b3d	Unique sampled residual starts and decoded native return-patch file offsets.
gap_sampled_ret_patch	synthetic_gap_sampled_ret_patch_probe_direct_base_starts	entry_299:0x122e3c	Rows where frame+0xbb was directly read from the postcall mapped image.
gap_ret_patch_native_atlas	synthetic_gap_ret_patch_native_target_atlas_rows	16	Unique native .text return-patch targets with disassembly windows.
gap_ret_patch_native_atlas	synthetic_gap_ret_patch_native_target_atlas_source_mix	entry_195:8,entry_175:3,entry_299:3,entry_278:2	Source-handler mix for native return-patch target windows.
gap_ret_patch_native_atlas	synthetic_gap_ret_patch_native_target_atlas_slot_mix	ret1:15,ret2:1	First versus second stacked return-patch target windows.
gap_ret_patch_native_atlas	synthetic_gap_ret_patch_native_target_atlas_kind_mix	single_stack_return:14,double_stack_return:2	Single-stack versus double-stack native return-patch target windows.
gap_ret_patch_native_atlas	synthetic_gap_ret_patch_native_target_atlas_section_mix	.text:16	ELF sections reached by native return-patch target windows.
gap_ret_patch_native_atlas	synthetic_gap_ret_patch_native_target_atlas_ret_seen_mix	yes:14,no:2	Whether the bounded native target disassembly window reaches a native ret instruction.
gap_ret_patch_native_atlas	synthetic_gap_ret_patch_native_target_atlas_rows_with_calls	13	Native return-patch target windows containing a direct call in the bounded window.
gap_ret_patch_native_atlas	synthetic_gap_ret_patch_native_target_atlas_rows_with_jumps	15	Native return-patch target windows containing a direct jump/conditional branch in the bounded window.
gap_live_snapshot_transfer	synthetic_gap_live_snapshot_transfer_probe_rows	31	Unresolved synthetic-gap starts replayed from selected live VMTAIL snapshots, including alternate fakenet/config rows.
gap_live_snapshot_transfer	synthetic_gap_live_snapshot_transfer_probe_live_rows	31	Rows with matching live VMTAIL events in the selected runs.
gap_live_snapshot_transfer	synthetic_gap_live_snapshot_transfer_probe_starts	15	Distinct unresolved starts represented by the live snapshot transfer probe.
gap_live_snapshot_transfer	synthetic_gap_live_snapshot_transfer_probe_live_starts	15	Distinct unresolved starts with at least one matching live event.
gap_live_snapshot_transfer	synthetic_gap_live_snapshot_transfer_probe_source_mix	195:16,299:7,175:6,278:2	Source-handler distribution across live snapshot transfer rows.
gap_live_snapshot_transfer	synthetic_gap_live_snapshot_transfer_probe_seed_mix	full_gpr_snapshot:24,frame_only_snapshot:7	Snapshot strength: full GPR/register snapshots versus frame-only alternate-config rows.
gap_live_snapshot_transfer	synthetic_gap_live_snapshot_transfer_probe_status_mix	unknown_target:31	Transfer interpreter result after applying available live snapshot state.
gap_live_snapshot_transfer	synthetic_gap_live_snapshot_transfer_probe_table_diagnosis_mix	misaligned_or_non_qword_table_read:23,table_index_out_of_range:8	Concrete final table-read diagnosis for each live snapshot replay.
